Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Furniture,Furnishings,6.160,2,0,2.957
Standard Class,Corporate,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,36.840,3,0,17.315
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,15.840,3,0,0.000
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Labels,44.400,3,0,22.200
First Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Envelopes,21.240,9,0.2,7.434
First Class,Consumer,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,9.552,8,0.7,-7.323
First Class,Consumer,United States,Louisville,Colorado,80027,West,Furniture,Bookcases,89.991,3,0.7,-152.985
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,163.960,4,0,80.340
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,17.904,2,0.2,6.266
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,966.700,5,0.3,-13.810
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,182.112,6,0.2,61.463
First Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Storage,4.464,1,0.2,0.335
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Furniture,Tables,51.588,1,0.4,-15.476
Standard Class,Corporate,United States,Roseville,Minnesota,55113,Central,Office Supplies,Labels,50.400,8,0,23.184
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,89.568,2,0.2,32.468
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Furnishings,14.890,1,0,4.020
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Phones,543.920,8,0,135.980
First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Envelopes,4.080,2,0,1.918
First Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Labels,18.900,3,0,8.694
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Furniture,Tables,2275.500,10,0,386.835
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Accessories,1979.700,6,0,653.301
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,62.100,6,0,29.808
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,37.296,2,0.3,-1.066
First Class,Home Office,United States,Garland,Texas,75043,Central,Furniture,Furnishings,8.544,2,0.6,-7.476
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Furniture,Furnishings,68.950,5,0,28.959
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Office Supplies,Storage,296.370,3,0,80.020
Standard Class,Corporate,United States,Oceanside,New York,11572,East,Technology,Phones,39.980,2,0,1.999
First Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,191.058,3,0.3,-46.400
First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,13.040,5,0.2,3.912
First Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1525.188,6,0.8,-2287.782
Standard Class,Home Office,United States,Greenville,North Carolina,27834,South,Office Supplies,Labels,9.216,4,0.2,3.341
Standard Class,Home Office,United States,Greenville,North Carolina,27834,South,Office Supplies,Supplies,28.048,2,0.2,3.506
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,64.960,2,0,21.437
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,30.560,4,0,14.974
Standard Class,Consumer,United States,Greensboro,North Carolina,27405,South,Furniture,Chairs,187.056,9,0.2,11.691
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,11.808,2,0.2,1.328
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,9.656,1,0.2,1.569
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,20.736,4,0.2,7.258
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,27.360,3,0.7,-21.888
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,2314.116,7,0.4,-1002.784
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,34.236,4,0.7,-26.248
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Furnishings,19.760,2,0.2,5.928
Second Class,Consumer,United States,Grand Island,Nebraska,68801,Central,Office Supplies,Paper,15.960,2,0,7.980
Standard Class,Consumer,United States,Lakewood,California,90712,West,Office Supplies,Art,16.900,5,0,6.253
Standard Class,Consumer,United States,Lakewood,California,90712,West,Furniture,Furnishings,25.080,6,0,9.029
Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,6.680,2,0,2.004
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.440,3,0,9.331
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,31.920,2,0.2,2.394
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,33.568,2,0.2,11.749
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,63.940,1,0,24.937
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,60.600,5,0.2,20.453
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,22.720,4,0,6.589
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,10.680,4,0,4.058
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,17.340,3,0,8.497
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,3.380,1,0,1.555
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,26.976,4,0.2,8.767
Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,307.776,7,0.2,111.569
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,244.550,5,0,4.891
Second Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Envelopes,12.240,6,0,5.753
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,13.980,2,0,6.011
Second Class,Consumer,United States,Oceanside,New York,11572,East,Technology,Accessories,899.950,5,0,53.997
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,1.632,1,0.2,0.551
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Phones,267.960,5,0.2,16.748
Second Class,Consumer,United States,Rochester,New York,14609,East,Technology,Accessories,31.950,1,0,2.237
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,725.840,4,0,210.494
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,10.896,3,0.2,3.950
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,8.544,2,0.2,2.884
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Binders,32.340,3,0,15.523
Standard Class,Corporate,United States,Woodbury,Minnesota,55125,Central,Office Supplies,Paper,39.900,5,0,19.950
Standard Class,Consumer,United States,Park Ridge,Illinois,60068,Central,Office Supplies,Paper,143.856,9,0.2,48.551
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,41.920,4,0.2,15.196
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,329.584,2,0.2,37.078
First Class,Corporate,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders,87.280,8,0,41.022
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,279.456,6,0.2,20.959
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,8.000,2,0,3.840
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,27.240,5,0.2,9.534
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,16.360,1,0,1.636
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,15.780,2,0,0.631
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,45.980,2,0,12.874
Standard Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Bookcases,198.272,8,0.2,-32.219
First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,720.760,5,0.2,54.057
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Furniture,Furnishings,70.560,6,0,23.990
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Appliances,81.960,2,0,22.949
Second Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,64.864,4,0.2,6.486
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,151.192,1,0.2,13.229
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,88.776,3,0.2,7.768
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,11.560,4,0,5.433
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,15.580,1,0,3.895
First Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Paper,85.056,3,0.2,28.706
Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,273.960,2,0,71.230
Standard Class,Corporate,United States,Oak Park,Michigan,48237,Central,Furniture,Furnishings,306.900,3,0,79.794
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,15.552,3,0.2,5.443
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Tables,347.361,7,0.3,-69.472
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,10.368,2,0.2,3.629
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,98.160,6,0,9.816
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,31.440,3,0,7.860
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,348.488,7,0.2,117.615
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,172.736,4,0.2,-30.229
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,15.540,3,0,7.615
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,105.552,6,0.2,35.624
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,25.920,5,0.2,9.072
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,15.808,8,0.2,5.335
Second Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.368,2,0.2,3.758
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,358.200,3,0.4,41.790
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,545.916,14,0.4,72.789
Standard Class,Consumer,United States,Rogers,Arkansas,72756,South,Office Supplies,Binders,40.410,9,0,18.589
Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,167.976,3,0.2,10.499
Second Class,Corporate,United States,Los Angeles,California,90045,West,Technology,Accessories,109.530,3,0,47.098
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Labels,9.820,2,0,4.812
Second Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,26.352,3,0.2,9.553
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,22.500,6,0,10.800
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Labels,9.960,2,0,4.582
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,213.080,7,0,102.278
Standard Class,Corporate,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,1025.880,6,0,235.952
Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,21.980,7,0,9.891
Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,63.200,5,0,23.384
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,39.000,12,0,11.310
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,2.907,3,0.7,-2.035
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Bookcases,556.665,5,0.15,6.549
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,71.980,2,0,15.116
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,79.980,2,0,26.393
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,24.672,4,0.2,7.710
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,3.744,1,0.2,1.310
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,445.960,5,0.2,55.745
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,36.240,1,0,15.221
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,10.650,3,0,5.006
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,87.920,4,0,40.443
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,22.424,1,0.2,8.409
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,90.480,3,0.2,33.930
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Storage,42.760,1,0,11.118
Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Office Supplies,Binders,10.080,7,0.2,3.528
Standard Class,Consumer,United States,Clovis,New Mexico,88101,West,Technology,Accessories,101.340,3,0,8.107
First Class,Consumer,United States,Wichita,Kansas,67212,Central,Technology,Phones,224.750,5,0,62.930
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,73.176,6,0.8,-197.575
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,20.736,4,0.2,7.258
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,39.984,2,0.2,-8.996
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,15.360,2,0,7.680
First Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,36.288,7,0.2,12.701
First Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,150.384,2,0.2,15.038
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,280.782,3,0.4,-60.836
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,31.984,2,0.2,1.199
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,11.232,3,0.2,3.931
Second Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,26.400,5,0,11.880
Standard Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,3.520,2,0,1.021
First Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,1649.950,5,0,659.980
First Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,111.900,6,0,51.474
Same Day,Home Office,United States,Los Angeles,California,90036,West,Furniture,Bookcases,599.165,5,0.15,35.245
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Storage,46.530,3,0,12.098
First Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,31.984,2,0.2,1.999
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Appliances,161.568,2,0.2,16.157
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,4.064,1,0.2,1.372
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,6.216,4,0.7,-4.973
Standard Class,Consumer,United States,Chandler,Arizona,85224,West,Office Supplies,Art,8.896,4,0.2,0.667
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,1640.700,5,0,459.396
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,270.000,3,0,97.200
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,19.520,2,0.2,5.368
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,9.810,5,0.7,-6.867
First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,213.216,3,0.2,15.991
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,588.784,2,0.2,183.995
Second Class,Consumer,United States,Jupiter,Florida,33458,South,Office Supplies,Art,2.064,1,0.2,0.155
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,6.368,2,0.2,2.388
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,99.600,1,0,36.852
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,62.296,13,0.2,21.025
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,10.710,3,0,2.785
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,20.936,1,0.2,7.066
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,33.000,6,0,8.250
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,249.950,5,0,87.483
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Supplies,357.930,3,0,7.159
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Technology,Accessories,57.400,5,0,10.906
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Binders,331.960,2,0,149.382
Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Furniture,Furnishings,40.560,2,0,12.979
Standard Class,Home Office,United States,Sparks,Nevada,89431,West,Office Supplies,Supplies,86.200,5,0,24.998
Standard Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,38.016,6,0.2,13.781
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,8.384,1,0.2,0.734
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,6.848,2,0.2,0.770
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Fasteners,19.600,5,0,9.604
Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings,68.460,2,0,20.538
Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,13.344,6,0.2,4.337
Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,1478.272,8,0.2,92.392
Standard Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Storage,16.272,1,0.2,-3.865
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,9.240,3,0,4.435
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,32.340,10,0.7,-23.716
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,56.064,4,0.2,19.622
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,108.720,5,0.2,36.693
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Furniture,Bookcases,181.470,5,0.7,-320.597
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,16.176,3,0.2,6.066
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,122.352,3,0.2,13.765
First Class,Home Office,United States,San Diego,California,92105,West,Furniture,Chairs,585.552,3,0.2,73.194
First Class,Home Office,United States,San Diego,California,92105,West,Office Supplies,Paper,19.440,3,0,9.331
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Appliances,123.920,5,0.2,9.294
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Furnishings,13.360,5,0.2,4.008
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Office Supplies,Storage,78.256,2,0.2,-17.608
Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Bookcases,102.018,7,0.7,-183.632
Same Day,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Storage,750.680,2,0,37.534
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Labels,44.400,3,0,22.200
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Storage,84.550,5,0,22.829
First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Paper,17.940,3,0,8.791
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,128.400,3,0,62.916
Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,1.869,1,0.7,-1.308
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,103.192,1,0.2,11.609
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,36.000,2,0,6.480
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,239.960,4,0,115.181
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,40.680,2,0,0.407
Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,419.136,4,0.2,-68.110
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,23.472,3,0.2,7.628
Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.592,4,0.8,-6.286
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,23.976,3,0.2,-5.694
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,6.264,3,0.2,2.036
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Appliances,20.808,3,0.2,1.821
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,218.352,3,0.2,-19.106
First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,18.160,2,0.2,1.816
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Supplies,7.360,2,0,0.147
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,41.400,4,0,19.872
Same Day,Home Office,United States,San Francisco,California,94122,West,Furniture,Bookcases,411.332,4,0.15,-4.839
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,7.656,4,0.7,-6.125
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,63.920,2,0.2,19.176
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,6.560,2,0,1.902
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,7.830,3,0,3.602
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,41.900,2,0,8.799
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,664.146,6,0.1,88.553
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,8.960,2,0,4.390
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,3.312,1,0.2,0.662
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,20.136,3,0.2,1.259
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,8.856,3,0.2,2.878
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,859.200,4,0.4,-186.160
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,61.960,2,0,27.882
Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,17.920,4,0,8.602
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,145.900,5,0,62.737
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,56.704,2,0.2,19.138
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.120,2,0.2,3.475
Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,32.896,4,0.2,11.102
Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,22.776,3,0.2,7.687
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,239.970,3,0,2.400
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,160.320,2,0,44.890
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,128.850,3,0,3.866
Second Class,Corporate,United States,Huntsville,Alabama,35810,South,Technology,Accessories,1319.960,4,0,527.984
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,239.960,10,0.3,-10.284
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,54.768,2,0.2,6.846
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,13.392,3,0.2,3.181
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,23.920,5,0.2,8.671
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,255.968,4,0.2,-28.796
First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Binders,21.552,6,0.2,7.004
First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Appliances,58.240,4,0,15.725
First Class,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,80.280,12,0,36.929
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Art,9.780,2,0,4.010
Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Office Supplies,Fasteners,1.810,1,0,0.652
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,37.940,2,0,18.211
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,79.960,5,0.2,27.986
Standard Class,Corporate,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Paper,115.296,3,0.2,40.354
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,2479.960,4,0,743.988
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,179.940,6,0,75.575
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,26.850,3,0,5.102
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,323.370,3,0,129.348
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,59.940,3,0,28.172
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,64.140,3,0,30.787
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,11.670,3,0,5.602
First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,12.960,2,0,6.221
Standard Class,Consumer,United States,Norfolk,Nebraska,68701,Central,Office Supplies,Binders,17.430,3,0,8.018
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,181.986,2,0.3,-54.596
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.592,2,0.8,-2.627
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,22.344,3,0.2,2.514
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Tables,455.970,6,0.5,-218.866
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,10.440,6,0.7,-7.656
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,5.214,2,0.7,-4.171
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,67.400,5,0,17.524
First Class,Consumer,United States,Draper,Utah,84020,West,Furniture,Furnishings,25.160,2,0,10.567
First Class,Consumer,United States,Draper,Utah,84020,West,Technology,Phones,126.560,4,0.2,47.460
